AlertID,Title,Reason,Level,Effect,Status,StartTime,EndTime,PublishTime,UpdateTime,HitStations,Description,AlertURL
8ae4cac29c8be1ff019c8e0093480faa,天然災變(地震),天然災變(地震),3,254,2,2026-02-24T12:51:45+08:00,2026-02-24T16:05:00+08:00,2026-02-24T12:51:45+08:00,2026-02-24T15:55:50+08:00,"7060,7070,7080,7090,7100,7110,7130,7140,7150,7160,7170,7180,7190,7200,7210,7220,7230,7240,7250,7260,7270,7280,7290,7300,7310,7320,7330,7350,7360,7380,7390",和平 <--> 富岡 : 受宜蘭地區地震影響，臺鐵自15:45起，和平=臺北=富岡間已恢復正常行駛。,https://www.railway.gov.tw/tra-tip-web/tip/tip007/tip711/blockList
